title,address,district,city,description,area,bedroom,bathroom,price,price_change,house_direction,balcony_direction,legal_paper,furniture,coor
"Bán căn 3PN 2WC, 106m2 view hồ Sài Đồng, tòa L1 tầng trung, nhà mới chưa qua sử dụng","['Dự án Le Grand Jardin Sài Đồng', 'Đường Huỳnh Văn Nghệ', 'Phường Sài Đồng']",Long Biên,Hà Nội,"Giá rẻ hơn 500tr so với các dự án khác trong khu vực, Hàng siêu hiếm. Quỹ căn hộ cuối cùng tại dự án Le Grand Jardin Sài Đồng từ chủ đầu tư. Kh mua nhà an toàn tuyệt đối 100%.An toàn pháp lý. Dự án đã được cấp sổ.Tiện ích tòa nhà sẵn có: Bể bơi, phòng gym, siêu thị winmart, highland coffe, ăn sáng café, sân chơi trẻ em.----+ 3PN 2WC: 106m².Nhận nhà ở ngay.Giá bán: 5 tỷ.Toàn bộ giá bán đã được bao thuế vat và 2% kinh phí bảo trì (Không chi phí phát sinh).* Chính sách:- Ck 2% TTS.- HTLS 70%.- Miễn phí dịch vụ 12 tháng.- Được 1slot đỗ oto ở hầm.- Hình thức sở hữu: Sổ hồng lâu dài.Bàn giao: Nội thất hoàn thiện có trần thạch cao, sàn gỗ, đèn led thẩm mỹ, tbi vệ sinh, nóng lạnh 20lit, khóa cửa 4 chức năng, đầu chờ điện nước khu bếp + ống đồng điều hòa.----Dự án nằm trong khu Sài Đồng sầm uất, nhiều cây xanh, mật độ dân cư thấp nhất HN.Gần trường học mầm non, tiểu học THCS Sài Đồng, liên cấp Vinshool, Maricure LB.Gần chợ Kim Quan, mua sắm 24/7.Tiện đường về phố cổ và QL5 đi Bắc Ninh, Bắc Giang, Hưng Yên, Hải Dương.Tâm điểm 3TTTM lớn: Vincom Long Biên, BigC savico Long Biên, Aeon Mall Long Biên.Phí dvu hợp lý, cộng đồng văn minh, thân thiện.-----Liên hệ hỗ trợ miễn phí xem nhà báo giá chi tiết: 0968 968 ***.Kinh nghiệm tư vấn 7 năm tại BĐS khu vực Long Biên.Trân trọng!",106.0,3 phòng,2 phòng,5.0,30.4,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng.,Cơ bản,21.0359783172607 105.906295776367
"Cần bán lỗ căn 2N2VS Masteri West Height, DT 55m2 view thoáng, giá 3.5 tỷ. LH 0945 468 ***","['Dự án Masteri West Heights', 'Phường Tây Mỗ']",Nam Từ Liêm,Hà Nội,"Cần bán lỗ căn 2N 2VS Masteri West Height, DT 55m², tòa A view thoáng, giá 3.5 tỷ bao phí.Diện tích: 55m², giá 3,5 tỷ.- View trực diện biển hồ cát trắng và cực đẹp.- Tặng 3 năm phí quản lý dịch vụ tiêu chuẩn.- Tặng 3 năm phí trông giữ xe.- Tiêu chuẩn bàn giao nội thất cao cấp: Full nội thất thiết bị vệ sinh, tủ bếp và bếp từ, full sàn gỗ, cửa khóa vân tay, tủ âm tường đều từ các thương hiệu nổi tiếng.- Ngân hàng Techcombank hỗ trợ vay 80%, miễn lãi suất - ân hạn nợ gốc 30 tháng.",55.0,2 phòng,2 phòng,3.5,29.2,,,Sổ đỏ/ Sổ hồng.,,21.006206512451172 105.73707580566406
"Suất ngoại giao căn 2 PN giá từ 2.95 tỷ full nội thất, sổ đỏ tại Eco City. Vay LS 0%/18th. CK 6.5%","['Dự án Eco City Việt Hưng', 'Phường Giang Biên']",Long Biên,Hà Nội,"* Mở bán 05 căn ngoại giao giá tốt nhất, chính sách siêu ưu đãi tại dự án Eco City Việt Hưng:- Căn hộ có diện tích thông thủy 64m² - 78m² thiết kế 2PN, 2WC.- Phòng bếp thiết kế quầy bar sang trọng, có logia thông thoáng, giảm mùi tối đa.- Phòng ngủ có logia riêng, diện tích lớn, view trực diện công viên nội khu và bể bơi.- Phòng vệ sinh rộng rãi, có vách kính đứng.- Thiết kế căn hộ theo tiêu chuẩn 5 sao.- Hình thức sở hữu: Sổ hồng lâu dài.Bàn giao nội thất cao cấp full liền tường:- Sàn gỗ nhập khẩu Đức, trần thạch cao giật cấp hiện đại.- Thiết bị vệ sinh ToTo, vách tắm đứng, tủ gỗ Lavabo.- Điều hòa 2 chiều Mitsubishi.- Tủ bếp trên + dưới, bếp từ, hút mùi Hafele.- Hệ thống cửa chính, cửa ngăn phòng, thiết bị chiếu sáng đầy đủ.* Liên hệ hotline trực tiếp Chủ đầu tư: Ms Tuyết 0988 040 ***.* Chính sách bán hàng hấp dẫn:- Hỗ trợ vay 60% GTCH. Miễn lãi suất trong 18 tháng.- Thanh toán sớm chiết khấu 6.5%.- Thanh toán theo tiến độ chiết khấu 2%.- Tặng tủ lạnh side by side trị giá 30 triệu đồng trừ giá bán.* Quỹ căn ngoại giao trực tiếp chủ đầu tư:- Căn 63,6m² thiết kế 2 ngủ ban công Tây Nam view bể bơi giá từ 2.95 tỷ.- Căn 72,8m² thiết kế 2 ngủ ban công Tây Nam view bể bơi giá từ 3.4 tỷ.- Căn góc 80m² ban công Đông Nam view biệt thự Vinhome giá 3.8 tỷ.* Thông tin dự án Eco City Việt Hưng.- Chủ đầu tư: Công ty TNHH Thiên Hương.- Địa chỉ: Lô CT - 21B Khu Đô Thị Mới Việt Hưng - Phường Giang Biên - Long Biên - HN.- Quy mô: 4 tòa tháp, (tòa A, C Cao 17 tầng. Tòa B, D cao 8 tầng).- Vị trí trung tâm quận Long Biên, gần kề Vinhomes Riverside, thuộc KĐT Việt Hưng nên hưởng lợi từ không gian nhiều cây xanh, thoáng mát cũng như các tuyến đường giao thông thuận lợi kết nối tới các khu vực nội thành Hà Nội chỉ trong 5 - 10p.- Bán kính 1 - 5 km: Gần bệnh viện Đức Giang, bệnh viện quốc tế Vinmec, trường học công cũng như quốc tế BIS, Wellspring, TTTM Aeon mall Vincom LB, Big C.- Tiện ích 5 sao đồng bộ phục vụ cư dân như bể bơi, gym, Highland Coffee, Winmart.* Liên hệ phòng kinh doanh của chủ đầu tư để được nhận hỗ trợ tư vấn và đăng ký xem thực tế căn hộ 24/7:- Ms Tuyết: 0978 150 *** - 0988 040 ***.",63.6,2 phòng,2 phòng,2.95,34.7,,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ.,21.0577354431152 105.913352966309
Chính chủ bán căn số 12 chung cư Harmony Square Nguyễn Tuân,"['Dự án Harmony Square', 'Đường Nguyễn Tuân', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,"Tôi cần bán căn hộ số 12 chung cư Harmony Square.- Diện tích: 88,97m².- Ban công: Đông Nam view ngã tư Nguyễn Tuân, thoáng mát.- Nội thất bàn giao của CĐT cao cấp.- Giá bán 5 tỷ.Liên hệ chính chủ: 0941 989 ***",88.97,3 phòng,2 phòng,5.0,21.5,,Đông - Nam,,Nội thất bàn giao của CĐT cao cấp.,20.9998512268066 105.801368713379
Bán gấp căn hộ 2PN chung cư Harmony Square Nguyễn Tuân,"['Dự án Harmony Square', 'Đường Nguyễn Tuân', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,"Tôi cần bán căn hộ 2PN chung cư Harmony Square cần bán lại:- Diện tích: 75m².- Ban công: Thoáng mát, view thành phố.- Bàn giao thô.- Dự án đầy đủ tiện ích 2 bể bơi 4 mùa, gym, spa, cafe, khu vui chơi trẻ em, trung tâm thương mại,...- Giá: 3.4 tỷ.Liên hệ chính chủ: 0987 824 ***Miễn MG, TG).",75.0,2 phòng,2 phòng,3.4,21.5,,Tây - Nam,,,20.9998512268066 105.801368713379
"Căn hộ 3 PN 3WC rẻ nhất dự án Khai Sơn City diện tích 119.5 m2 giá chỉ 5,5 tỷ mua trực tiếp CĐT","['Dự án Khai Sơn City', 'Phường Ngọc Thụy']",Long Biên,Hà Nội,"Em Trình gửi tới anh chị căn hộ 3 PN giá tốt nhất tại dự án Khai Sơn City thiết kế 3 PN 3 Loga 3 WC.Giá bán chỉ 5.5 tỷ cho căn hộ 119.5 m² (Thông tin chính xác).- Dự án căn hộ cao cấp tại khu vực Long Biên liền kề phố Cổ Hà Nội.- Nằm trong quần thể đại đô thị 180 ha đầy đủ tiện ích đã hiện hữu: Trường học quốc tế, Bệnh viện, Công viên hồ điều hòa, trung tâm thương mại, bể bơi,.. Đặc biệt là ở trục đường chính thuận tiện đi lại.- Căn hộ thiết kế nhiều công năng, thoáng sáng thích hợp cho gia đình 3 thế hệ hoặc đông thành viên.Liên hệ em Trình 0815 338 *** để tư vấn chi tiết.",119.0,3 phòng,3 phòng,5.5,28.5,,,Hợp đồng mua bán,Đầy đủ,21.0522689819336 105.884811401367
"Chỉ nhỉnh 4 tỷ! Giá thật - bán gấp căn hộ 3 ngủ tầng đẹp thoáng giá tốt nhất tại C14 Bắc Hà, Tố Hữu","['Dự án C14 - Bộ Công An', 'Đường Tố Hữu', 'Phường Trung Văn']",Nam Từ Liêm,Hà Nội.,"+ Ban công Đông Nam cực mát và thoáng.+ Thiết kế 3 ngủ, 2 VS, 1 khách, 1 bếp, 1 logia, 1 ban công rộng với thiết kế cực hợp lý.+ Ngay trục đường Tố Hữu, di chuyển lên nội thành hay xuống Hà Đông cực tiện lợi.+ Mật độ cư dân hợp lý.+ Ngay gần các trường học cấp 1, cấp 2, cấp 3...Thiện chí bán nên giá cả thương lượng.- Cam kết tư vấn nhiệt tình, trung thực, không chênh, không phí khi xem nhà, xem thoải mái không mua em cũng cảm ơn vui vẻ ạ.- Em Sơn chuyên chung cư ở ngay khu Thanh Xuân, Hà Đông, Cầu Giấy.Cám ơn a/c đã xem tin.A/c lưu số em khi cần tìm khu vực này nhé.LH: 0867 551 *** để nhận ảnh + video thật).",100.0,3 phòng,2 phòng,4.2,35.9,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,,20.9908123016357 105.783912658691
"Căn hộ 86m2 - thiết kế 3 ngủ dự án Trinity Tower - full nt, bc Đông Nam. Giá: 4.8 tỷ sổ đỏ lâu dài","['Dự án Trinity Tower', 'Đường Hồ Mễ Trì', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,"Do chuyển trường cho con đi học mình cần bán nhanh.Mình cần bán nhanh căn hộ 86m², 3PN, 2WC, ban công Đông Nam, nội thất như hình tại dự án Trinity Tower Mễ Trì.Giá bán 4.8 tỷ.Chính chủ: 0966 198 ***",86.0,3 phòng,2 phòng,4.8,24.7,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,21.00086212158203 105.79305267333984
"Chính chủ bán The Park Home Thành Thái - Cầu Giấy. 125m 3 ngủ 2wc. Đầy đủ nội thất. Giá thật 7,8 tỷ","['The Park Home', 'Số 1', 'Đường Thành Thái', 'Phường Dịch Vọng']",Cầu Giấy,Hà Nội,"- Địa chỉ: Số 1 P. Thành Thái, Dịch Vọng, Cầu Giấy, Hà Nội.- Diện tích: 125m², thiết kế 3 ngủ, 2wc, 2 logia.- Ban công Đông Bắc, Đông Nam.- Để lại đầy đủ nội thất mới tinh, chủ đầu tư tâm huyết.- Sẵn sổ, vào ở được luôn.- Có slot ô tô.- Cam kết giá thật: 7,8 tỷ.- Có ra lộc mạnh cho KH mua bán nhanh.- Không tiếp môi giới.- Liên hệ: Thùy Trang 0963 930 ***",125.0,3 phòng,2 phòng,7.8,19.1,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,21.029568 105.79188
"Cần bán 128.3m2 - 3N2W dự án Time Tower 35 Lê Văn Lương, full NT. Giá bán: 58tr/m sổ đỏ lâu dài","['Times Tower Lê Văn Lương', '35', 'Đường Lê Văn Lương', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,"Gia đình chuyển công tác cần bán căn hộ 3 phòng ngủ tại dự án Time Tower số 35 Lê Văn Lương - Thanh Xuân.- Diện tích trên sổ: 128.3 m².- Thiết kế 3 phòng ngủ và 2 vệ sinh.- Hướng cửa: Đông Nam, ban công: Tây Bắc.- Đầy đủ nội thất.- Giá bán: 58tr/m.Liên hệ chính chủ: 0966 198 ***. MTG.",128.3,3 phòng,2 phòng,,22.6,Đông - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,21.002634 105.80156
Quỹ căn mới nhất 1PN tại 93 Láng Hạ. Giá tốt nhất thị trường. LH: 0343 202 ***,"['Dự án Green Diamond 93 Láng Hạ', 'Phố Láng Hạ', 'Phường Láng Hạ']",Đống Đa,Hà Nội,"Tổng hợp quỹ căn tháng 6 tại chung cư Green Diamond 93 Láng Hạ.1PN DT 48m².Giá chỉ từ 80tr/m².Nhà có slot oto, full nội thất.Tầng đẹp, ban công ĐN.",48.0,1 phòng,1 phòng,5.2,22.2,,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,21.016826629638672 105.81522369384766
Tổng hợp đầy đủ các căn chuyển nhượng giá tốt chung cư Sunshine City Ciputra. LH 0966 998 ***,"['Dự án Sunshine City', 'Phường Đông Ngạc']",Bắc Từ Liêm,Hà Nội,"Tổng hợp danh sách chi tiết căn hộ bán chung cư Sunshine City Ciputra:* LH hỗ trợ tư vấn và hẹn lịch xem căn hộ thực tế: 0966 998 ***- S1 - 04, 98m - View nội khu - Giá: 5.7 tỷ (full đồ).- S1 - 08, 98m - view nội khu - Giá: 6,3 tỷ (full đồ).- S2 - 05, 98m - View nội khu - Giá: 6,23 tỷ (nguyên bản).- S2 - 01, 98m - View nội khu - Giá: 6,4 tỷ (full đồ).- S4 - 09, 90m - View thành phố - Giá: 5.9 tỷ (full đồ).+ Đầy đủ tiện ích 5* vườn treo, rạp chiếu phim, bể bơi, shophouse, trung tâm thương mại, tàu điện đi qua các tòa nhà, vườn cây xanh chạy thông từ tòa S1 đến S6...+ Bàn giao cao cấp: Điều hòa âm trần 2 chiều, tủ bếp, bếp từ hút mùi Hafele, sàn gỗ, thiết bị vệ sinh Kohler có bồn tắm và bệt thông minh, cửa chống cháy Porta Door,...Liên hệ xem nhà: 0966 998 *** em Hiệp 24/7.",98.0,3 phòng,2 phòng,5.7,34.2,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Cơ bản full nội thất.,21.09144401550293 105.78472137451172
"Bán căn góc 3 ngủ Đông Nam view sông, cầu Sunshine riverside Tây Hồ full đồ sửa mới. LH 0966 998 ***","['Dự án Sunshine Riverside', 'Phường Phú Thượng']",Tây Hồ,Hà Nội,"Chính chủ bán căn 3 ngủ + 2 ban công - chung cư Sunshine Riverside, Phú Thượng, Tây Hồ.+ Diện tích: 90 m² thông thủy.+ Giá: 5.X tỷ (sẵn sổ).+ Tầng trung, nhà đã hoàn thiện đầy đủ đồ, nhà rất mới.+ Vị trí đẹp ngay gần Lotte Tây Hồ.+ Tiện ích đầy đủ: Bể bơi, gym, siêu thị, trường học, shophouse kinh doanh đa dạng mặt hàng,...- Liên hệ xem nhà 0966 998 *** em Hiệp.",90.0,3 phòng,2 phòng,,27.8,Đông - Nam,,Sổ đỏ/ Sổ hồng,Đầy đủ,21.078651428222656 105.8026123046875
"Giá thật, bán gấp! The Legend 2PN, 2WC chỉ 5,1 tỷ, 72m2. Tầng trung cực đẹp. LH gấp: 0343 202 ***","['Dự án Legend Tower 109 Nguyễn Tuân', 'Đường Nguyễn Tuân', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,"Rất hiếm, cần bán căn 2PN, 2wc, 72m² The Legend, giá chỉ 5,1 tỷ, tầng đẹp, thoáng mát, cửa Đông Nam mát mẻ. LH xem nhà: 0343 202 ***",72.0,2 phòng,2 phòng,5.1,18.2,Đông - Nam,,Sổ đỏ/ Sổ hồng,,21.0046138763428 105.804077148438
Căn góc 111.2m2 - tầng trung 3n2w dự án Ecolife Tố Hữu - full nội thất. Giá: 5.8 Tỷ sổ đỏ lâu dài,"['Dự án Ecolife Capitol', 'Đường Tố Hữu', 'Phường Trung Văn']",Nam Từ Liêm,Hà Nội.,"Vợ chồng tôi cần nhượng lại căn hộ 3 ngủ dự án Ecolife Tố Hữu.- Diện tích trên sổ: 111.2m².- Thiết kế: 3 ngủ + 2 WC + 1 bếp + 1 ban công + 1 logia.- Ban công: Nam mát mẻ, thoáng khí.- Pháp lý: Sổ đỏ.Giá. 5.8 tỷ.Liên hệ chính chủ; 0966 198 ***. MTG.",111.2,3 phòng,2 phòng,5.8,34.5,Đông - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,20.9945335388184 105.789390563965
"Tôi bán gấp CC HPC Landmark 105 Tố Hữu - Hà Đông, dt 112m2, 3 ngủ. Đầy đủ nội thất. Giá thật 4,5 tỷ","['Dự án HPC Landmark 105', 'Đường Tố Hữu', 'Phường La Khê']",Hà Đông,Hà Nội,"- Địa chỉ: 105 Văn Khê, La Khê, Hà Đông, Hà Nội.- Diện tích: 112m², thiết kế 3 ngủ 2wc.- Cửa Tây Bắc, ban công Đông Nam.- Để lại đầy đủ nội thất mới đẹp, làm rất tâm huyết.- Sẵn sổ, vào ở được luôn.- Giá thật: 4,5 tỷ.- Có ra lộc mạnh cho KH mua bán nhanh.- Không tiếp môi giới.- Liên hệ: Thùy Trang 0963 930 ***",112.0,3 phòng,2 phòng,4.5,45.3,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,20.973667 105.75871
"Bán gấp CC Roman Plaza - Tố Hữu - Nam Từ Liêm. DT 105m2 3 ngủ 2wc. Đầy đủ nt. Giá thật 5,55 tỷ","['Dự án Roman Plaza', 'Đường Tố Hữu', 'Phường Đại Mỗ']",Nam Từ Liêm,Hà Nội,"- Địa chỉ: Roman Plaza ở tại đường Tố Hữu, phường Đại Mỗ, Quận Nam Từ Liêm, thành phố Hà Nội.- Diện tích: 105m², thiết kế 3 ngủ 2WC.- Ban công Đông Bắc, Đông Nam.- Để lại đầy đủ nội thất như hình.- Vào ở được luôn.- Có slot ô tô.- Cam kết giá thật: 5,55 tỷ.- Có ra lộc mạnh cho KH mua bán nhanh.- Liên hệ: Thùy Trang 0963 930 ***",105.0,3 phòng,2 phòng,5.55,31.9,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,20.9843406677246 105.776809692383
"Bán gấp CC C14 Bộ Công An - Tố Hữu - Nam Từ Liêm. DT 112m - 3 ngủ, đầy đủ nội thất. Giá thật 4,4tỷ","['Dự án C14 - Bộ Công An', 'Đường Tố Hữu', 'Phường Trung Văn']",Nam Từ Liêm,Hà Nội.,"- Địa chỉ: Tọa lạc tại C14 - Bộ Công An, đường Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội.- Dự án với đầy đủ các tiện ích tại 6 tầng khối đế dịch vụ thương mại, khu mua sắm sang trọng và hiện đại.Chung cư rất gần UBND xã Trung Văn, nhà trẻ, trường cấp I, II, III Trung Văn, trường Cao đẳng Xây dựng số 1, đồng bộ theo quy hoạch Khu đô thị mới Trung Văn.Xung quanh khu đô thị mới Trung Văn là dự án khu triển lãm quốc gia, bể bơi thành phố, Trung tâm thể dục thể thao, Khu công viên cây xanh quy mô lớn.- Diện tích 112m², 3 ngủ, 2 vệ sinh.- Để lại đầy đủ nội thất siêu đẹp như hình.- Ban công Đông Bắc, Đông Nam.- Sổ sạch.- Có slot ô tô.- Cam kết giá thật: 4,4 tỷ.- Có gia lộc cho KH mua bán nhanh.- Liên hệ: Thùy Trang 0963 930 ***",112.0,3 phòng,2 phòng,4.4,35.9,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng.,Đầy đủ - Để lại đầy đủ nội thất siêu đẹp như hình.,20.9908123016357 105.783912658691
"Chính chủ bán CC Roman Plaza - Tố Hữu. DT 105m2. 3 ngủ. Đầy đủ nội thất siêu đẹp. Giá thật 5,5 tỷ","['Dự án Roman Plaza', 'Đường Tố Hữu', 'Phường Đại Mỗ']",Nam Từ Liêm,Hà Nội.,"- Địa chỉ: Roman Plaza ở tại đường Tố Hữu, Phường Đại Mỗ, Quận Nam Từ Liêm, Thành Phố Hà Nội.- Diện tích: 105m², thiết kế 3 ngủ 2WC.- Ban công Đông Bắc, Đông Nam.- Để lại đầy đủ nội thất như hình.- Sẵn sổ sạch/vào ở được luôn.- Có slot ô tô.- Cam kết giá thật: 5,5 tỷ.- Có ra lộc mạnh cho KH mua bán nhanh.- Liên hệ: Thùy Trang 0963 930 ***",105.0,3 phòng,2 phòng,5.5,31.9,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ - Để lại đầy đủ nội thất như hình.,20.9843406677246 105.776809692383
"Chủ nhà gửi bán nhanh căn hộ 2 phòng ngủ The Matrix One view thoáng, tầng đẹp, giá yêu thương","['Dự án The Matrix One', 'Đường Lê Quang Đạo', 'Phường Mễ Trì']",Nam Từ Liêm,Hà Nội,"0967 452 *** - The Matrix One.Cập nhật quỹ căn hộ giá rẻ - tốt - nhất thị trường mua bán - chuyển nhượng.= 2PN = 5,8 tỉ (thông thuỷ 88m² tầng trung, view thoáng).Em Hùng: 0967 452 *** (chuyên bán - chuyển nhượng và cho thuê căn hộ tại - The Matrix One) - hỗ trợ xem nhà 24/7.",86.88,2 phòng,2 phòng,5.8,22.7,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,21.00938606262207 105.77387237548828
"CCCB căn góc, 3PN, tòa R3 Sunshine Riverside tầng đẹp, view sông Hồng, giá 6 tỷ x. LH: 0963 416 ***","['Dự án Sunshine Riverside', 'Đường Võ Chí Công', 'Phường Phú Thượng']",Tây Hồ,Hà Nội,"Chính chủ cần bán căn góc 3PN, tòa R3 Sunshine Riverside, Phú Thượng, Tây Hồ.+ Diện tích: 99.32 m² thông thủy, cửa Nam ban công Đông Bắc view cầu Nhật Tân và sông Hồng tuyệt đẹp.+ Tầng cao.+ Nội thất cao cấp: Điều hòa âm trần Daikin, TBVS Kohler, sàn gỗ, smarthome 4.0,..+ Vị trí đẹp nằm trong KĐT Ciputra đẳng cấp quốc tế, gần đường Võ Chí Công, cầu Nhật Tân, đại siêu thị Lotte.Tiện ích đầy đủ: Bể bơi, gym, siêu thị, trường học, shophouse kinh doanh đa dạng mặt hàng,...+ Giá bán 6 tỷ x.+ Sổ đỏ chính chủ.+ Liên hệ xem nhà: Ms. Linh 0963 416 ***",99.32,3 phòng,2 phòng,6.6,27.8,Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,"Đầy đủ: Điều hòa âm trần Daikin, TBVS Kohler, sàn gỗ, smarthome 4.0,..",21.0786514282227 105.802612304688
Chuyển nhượng quỹ căn Vinhomes Skylake 2 PN giá tốt nhất thị trường. LH: 0353 562 ***em Trinh),"['Dự án Vinhomes Skylake', 'Đường Phạm Hùng', 'Phường Mỹ Đình 1']",Nam Từ Liêm,Hà Nội,"Chủ nhà gửi em bán căn hộ tại Vinhomes Skylake - 2PN.Danh sách các căn:- Căn 2PN: DT 66m², tầng thấp ban công Tây Nam. Giá: 5.X tỷ.- Căn 2PN: DT 66m², tầng trung ban công Đông Nam. Giá: 6.X tỷ.Liên hệ em Trinh tư vấn hỗ trợ xem nhà 24/24h: 0353 562 ***",66.0,2 phòng,2 phòng,5.3,29.3,,Đông - Nam,Sổ đỏ/ Sổ hồng,,21.0201683044434 105.780754089355
